inference_mode,formulation,t,start_reading,end_reading,hidden_state,hidden_active
nonrobust,opt,52,510,520,0.0,0
nonrobust,opt,53,520,530,0.0,0
nonrobust,opt,54,530,540,0.0,0
nonrobust,opt,55,540,550,0.0,0
nonrobust,opt,56,550,560,0.0,0
nonrobust,opt,57,560,570,0.0,0
nonrobust,opt,58,570,580,0.0,0
nonrobust,opt,59,580,590,0.0,0
nonrobust,opt,60,590,600,0.0,0
nonrobust,opt,61,600,610,0.0,0
nonrobust,opt,62,610,620,0.0,0
nonrobust,opt,63,620,630,0.0,0
nonrobust,opt,64,630,640,0.0,0
nonrobust,opt,65,640,650,0.0,0
nonrobust,opt,66,650,660,0.0,0
nonrobust,opt,67,660,670,0.0,0
nonrobust,opt,68,670,680,0.0,0
nonrobust,opt,69,680,690,0.0,0
nonrobust,opt,70,690,700,0.0,0
nonrobust,opt,71,700,710,0.0,0
nonrobust,opt,72,710,720,0.0,0
nonrobust,opt,73,720,730,0.0,0
nonrobust,opt,74,730,740,0.0,0
nonrobust,opt,75,740,750,0.0,0
nonrobust,opt,76,750,760,0.0,0
nonrobust,opt,77,760,770,0.0,0
nonrobust,opt,78,770,780,0.0,0
nonrobust,opt,79,780,790,0.0,0
nonrobust,opt,80,790,800,0.0,0
nonrobust,opt,81,800,810,0.0,0
nonrobust,opt,82,810,820,0.0,0
nonrobust,opt,83,820,830,0.0,0
nonrobust,opt,84,830,840,0.0,0
nonrobust,opt,85,840,850,0.0,0
nonrobust,opt,86,850,860,0.0,0
nonrobust,opt,87,860,870,0.0,0
nonrobust,opt,88,870,880,0.0,0
nonrobust,opt,89,880,890,0.0,0
nonrobust,opt,90,890,900,0.0,0
nonrobust,opt,91,900,910,0.0,0
nonrobust,opt,92,910,920,0.0,0
nonrobust,opt,93,920,930,0.0,0
nonrobust,opt,94,930,940,0.0,0
nonrobust,opt,95,940,950,0.0,0
nonrobust,opt,96,950,960,0.0,0
nonrobust,opt,97,960,970,0.0,0
nonrobust,opt,98,970,980,0.0,0
nonrobust,opt,99,980,990,0.0,0
nonrobust,opt,100,990,1000,0.0,0
nonrobust,opt,101,1000,1010,0.0,0
nonrobust,opt,102,1010,1020,0.0,0
nonrobust,opt,103,1020,1030,0.0,0
nonrobust,opt,104,1030,1040,0.0,0
nonrobust,opt,105,1040,1050,0.0,0
nonrobust,opt,106,1050,1060,0.0,0
nonrobust,opt,107,1060,1070,0.0,0
nonrobust,opt,108,1070,1080,0.0,0
nonrobust,opt,109,1080,1090,0.0,0
nonrobust,opt,110,1090,1100,0.0,0
nonrobust,opt,111,1100,1110,0.0,0
nonrobust,opt,112,1110,1120,0.0,0
nonrobust,opt,113,1120,1130,0.0,0
nonrobust,opt,114,1130,1140,0.0,0
nonrobust,opt,115,1140,1150,0.0,0
nonrobust,opt,116,1150,1160,0.0,0
nonrobust,opt,117,1160,1170,0.0,0
nonrobust,opt,118,1170,1180,0.0,0
nonrobust,opt,119,1180,1190,0.0,0
nonrobust,opt,120,1190,1200,0.0,0
nonrobust,opt,121,1200,1210,0.0,0
nonrobust,opt,122,1210,1220,0.0,0
nonrobust,opt,123,1220,1230,0.0,0
nonrobust,opt,124,1230,1240,0.0,0
nonrobust,opt,125,1240,1250,0.0,0
nonrobust,opt,126,1250,1260,0.0,0
nonrobust,opt,127,1260,1270,0.0,0
nonrobust,opt,128,1270,1280,0.0,0
nonrobust,opt,129,1280,1290,0.0,0
nonrobust,opt,130,1290,1300,0.0,0
nonrobust,opt,131,1300,1310,0.0,0
nonrobust,opt,132,1310,1320,0.0,0
nonrobust,opt,133,1320,1330,0.0,0
nonrobust,opt,134,1330,1340,0.0,0
nonrobust,opt,135,1340,1350,0.0,0
nonrobust,opt,136,1350,1360,0.0,0
nonrobust,opt,137,1360,1370,0.0,0
nonrobust,opt,138,1370,1380,0.0,0
nonrobust,opt,139,1380,1390,0.0,0
nonrobust,opt,140,1390,1400,0.0,0
nonrobust,opt,141,1400,1410,0.0,0
nonrobust,opt,142,1410,1420,0.0,0
nonrobust,opt,143,1420,1430,0.0,0
nonrobust,opt,144,1430,1440,0.0,0
nonrobust,opt,145,1440,1450,8.05258393059223,1
nonrobust,opt,146,1450,1460,8.356846473029048,1
nonrobust,opt,147,1460,1470,7.598038476046775,1
nonrobust,opt,148,1470,1480,0.0,0
nonrobust,opt,149,1480,1490,0.0,0
nonrobust,opt,150,1490,1500,0.0,0
nonrobust,opt,151,1500,1510,0.0,0
nonrobust,opt,152,1510,1520,0.0,0
nonrobust,opt,153,1520,1530,0.0,0
nonrobust,opt,154,1530,1540,0.0,0
nonrobust,opt,155,1540,1550,0.0,0
nonrobust,opt,156,1550,1560,0.0,0
nonrobust,opt,157,1560,1570,7.083496800601725,1
nonrobust,opt,158,1570,1580,10.036929461054697,1
nonrobust,opt,159,1580,1590,12.928951342601591,1
nonrobust,opt,160,1590,1600,0.0,0
nonrobust,opt,161,1600,1610,0.0,0
nonrobust,opt,162,1610,1620,0.0,0
nonrobust,opt,163,1620,1630,0.0,0
nonrobust,opt,164,1630,1640,0.0,0
nonrobust,opt,165,1640,1650,0.0,0
nonrobust,opt,166,1650,1660,0.0,0
nonrobust,opt,167,1660,1670,0.0,0
nonrobust,opt,168,1670,1680,0.0,0
nonrobust,opt,169,1680,1690,0.0,0
nonrobust,opt,170,1690,1700,0.0,0
nonrobust,opt,171,1700,1710,0.0,0
nonrobust,opt,172,1710,1720,0.0,0
nonrobust,opt,173,1720,1730,0.0,0
nonrobust,opt,174,1730,1740,0.0,0
nonrobust,opt,175,1740,1750,0.0,0
nonrobust,opt,176,1750,1760,0.0,0
nonrobust,opt,177,1760,1770,0.0,0
nonrobust,opt,178,1770,1780,0.0,0
nonrobust,opt,179,1780,1790,0.0,0
nonrobust,opt,180,1790,1800,0.0,0
nonrobust,opt,181,1800,1810,0.0,0
nonrobust,opt,182,1810,1820,0.0,0
nonrobust,opt,183,1820,1830,0.0,0
nonrobust,opt,184,1830,1840,0.0,0
nonrobust,opt,185,1840,1850,0.0,0
nonrobust,opt,186,1850,1860,0.0,0
nonrobust,opt,187,1860,1870,0.0,0
nonrobust,opt,188,1870,1880,0.0,0
nonrobust,opt,189,1880,1890,0.0,0
nonrobust,opt,190,1890,1900,0.0,0
nonrobust,opt,191,1900,1910,0.0,0
nonrobust,opt,192,1910,1920,0.0,0
nonrobust,opt,193,1920,1930,0.0,0
nonrobust,opt,194,1930,1940,0.0,0
nonrobust,opt,195,1940,1950,0.0,0
nonrobust,opt,196,1950,1960,0.0,0
nonrobust,opt,197,1960,1970,0.0,0
nonrobust,opt,198,1970,1980,0.0,0
nonrobust,opt,199,1980,1990,0.0,0
nonrobust,opt,200,1990,2000,0.0,0
nonrobust,opt,201,2000,2010,0.0,0
nonrobust,opt,202,2010,2020,0.0,0
nonrobust,opt,203,2020,2030,0.0,0
nonrobust,opt,204,2030,2040,0.0,0
nonrobust,opt,205,2040,2050,0.0,0
nonrobust,opt,206,2050,2060,0.0,0
nonrobust,opt,207,2060,2070,0.0,0
nonrobust,opt,208,2070,2080,0.0,0
nonrobust,opt,209,2080,2090,0.0,0
nonrobust,opt,210,2090,2100,0.0,0
nonrobust,opt,211,2100,2110,0.0,0
nonrobust,opt,212,2110,2120,0.0,0
nonrobust,opt,213,2120,2130,0.0,0
nonrobust,opt,214,2130,2140,0.0,0
nonrobust,opt,215,2140,2150,0.0,0
nonrobust,opt,216,2150,2160,0.0,0
nonrobust,opt,217,2160,2170,0.0,0
nonrobust,opt,218,2170,2180,0.0,0
nonrobust,opt,219,2180,2190,0.0,0
nonrobust,opt,220,2190,2200,0.0,0
nonrobust,opt,221,2200,2210,0.0,0
nonrobust,opt,222,2210,2220,0.0,0
nonrobust,opt,223,2220,2230,0.0,0
nonrobust,opt,224,2230,2240,0.0,0
nonrobust,opt,225,2240,2250,0.0,0
nonrobust,opt,226,2250,2260,0.0,0
nonrobust,opt,227,2260,2270,0.0,0
nonrobust,opt,228,2270,2280,0.0,0
nonrobust,opt,229,2280,2290,0.0,0
nonrobust,opt,230,2290,2300,0.0,0
nonrobust,opt,231,2300,2310,0.0,0
nonrobust,opt,232,2310,2320,0.0,0
nonrobust,opt,233,2320,2330,0.0,0
nonrobust,opt,234,2330,2340,0.0,0
nonrobust,opt,235,2340,2350,0.0,0
nonrobust,opt,236,2350,2360,0.0,0
nonrobust,opt,237,2360,2370,0.0,0
nonrobust,opt,238,2370,2380,0.0,0
nonrobust,opt,239,2380,2390,0.0,0
nonrobust,opt,240,2390,2400,0.0,0
nonrobust,opt,241,2400,2410,0.0,0
nonrobust,opt,242,2410,2420,0.0,0
nonrobust,opt,243,2420,2430,0.0,0
nonrobust,opt,244,2430,2440,0.0,0
nonrobust,opt,245,2440,2450,0.0,0
nonrobust,opt,246,2450,2460,0.0,0
nonrobust,opt,247,2460,2470,0.0,0
nonrobust,opt,248,2470,2480,0.0,0
nonrobust,opt,249,2480,2490,0.0,0
nonrobust,opt,250,2490,2500,0.0,0
nonrobust,opt,251,2500,2510,0.0,0
nonrobust,opt,252,2510,2520,0.0,0
nonrobust,opt,253,2520,2530,0.0,0
nonrobust,opt,254,2530,2540,0.0,0
nonrobust,opt,255,2540,2550,0.0,0
nonrobust,opt,256,2550,2560,0.0,0
nonrobust,opt,257,2560,2570,0.0,0
nonrobust,opt,258,2570,2580,0.0,0
nonrobust,opt,259,2580,2590,0.0,0
nonrobust,opt,260,2590,2600,0.0,0
nonrobust,opt,261,2600,2610,0.0,0
nonrobust,opt,262,2610,2620,0.0,0
nonrobust,opt,263,2620,2630,0.0,0
nonrobust,opt,264,2630,2640,0.0,0
nonrobust,opt,265,2640,2650,0.0,0
nonrobust,opt,266,2650,2660,0.0,0
nonrobust,opt,267,2660,2670,0.0,0
nonrobust,opt,268,2670,2680,0.0,0
nonrobust,opt,269,2680,2690,0.0,0
nonrobust,opt,270,2690,2700,0.0,0
nonrobust,opt,271,2700,2710,0.0,0
nonrobust,opt,272,2710,2720,0.0,0
nonrobust,opt,273,2720,2730,0.0,0
nonrobust,opt,274,2730,2740,0.0,0
nonrobust,opt,275,2740,2750,0.0,0
nonrobust,opt,276,2750,2760,0.0,0
nonrobust,opt,277,2760,2770,0.0,0
nonrobust,opt,278,2770,2780,0.0,0
nonrobust,opt,279,2780,2790,0.0,0
nonrobust,opt,280,2790,2800,0.0,0
nonrobust,opt,281,2800,2810,0.0,0
nonrobust,opt,282,2810,2820,0.0,0
nonrobust,opt,283,2820,2830,0.0,0
nonrobust,opt,284,2830,2840,0.0,0
nonrobust,opt,285,2840,2850,0.0,0
nonrobust,opt,286,2850,2860,0.0,0
nonrobust,opt,287,2860,2870,0.0,0
nonrobust,opt,288,2870,2880,0.0,0
nonrobust,opt,289,2880,2890,0.0,0
nonrobust,opt,290,2890,2900,0.0,0
nonrobust,opt,291,2900,2910,0.0,0
nonrobust,opt,292,2910,2920,0.0,0
nonrobust,opt,293,2920,2930,0.0,0
nonrobust,opt,294,2930,2940,0.0,0
nonrobust,opt,295,2940,2950,0.0,0
nonrobust,opt,296,2950,2960,0.0,0
nonrobust,opt,297,2960,2970,0.0,0
nonrobust,opt,298,2970,2980,0.0,0
nonrobust,opt,299,2980,2990,0.0,0
nonrobust,opt,300,2990,3000,0.0,0
nonrobust,opt,301,3000,3010,0.0,0
nonrobust,opt,302,3010,3020,0.0,0
nonrobust,opt,303,3020,3030,0.0,0
nonrobust,opt,304,3030,3040,0.0,0
nonrobust,opt,305,3040,3050,0.0,0
nonrobust,opt,306,3050,3060,0.0,0
nonrobust,opt,307,3060,3070,0.0,0
nonrobust,opt,308,3070,3080,0.0,0
nonrobust,opt,309,3080,3090,0.0,0
nonrobust,opt,310,3090,3100,0.0,0
nonrobust,opt,311,3100,3110,0.0,0
nonrobust,opt,312,3110,3120,0.0,0
nonrobust,opt,313,3120,3130,0.0,0
nonrobust,opt,314,3130,3140,0.0,0
nonrobust,opt,315,3140,3150,0.0,0
nonrobust,opt,316,3150,3160,0.0,0
nonrobust,opt,317,3160,3170,0.0,0
nonrobust,opt,318,3170,3180,0.0,0
nonrobust,opt,319,3180,3190,0.0,0
nonrobust,opt,320,3190,3200,0.0,0
nonrobust,opt,321,3200,3210,0.0,0
nonrobust,opt,322,3210,3220,0.0,0
nonrobust,opt,323,3220,3230,0.0,0
nonrobust,opt,324,3230,3240,0.0,0
nonrobust,opt,325,3240,3250,0.0,0
nonrobust,opt,326,3250,3260,0.0,0
nonrobust,opt,327,3260,3270,0.0,0
nonrobust,opt,328,3270,3280,0.0,0
nonrobust,opt,329,3280,3290,0.0,0
nonrobust,opt,330,3290,3300,0.0,0
nonrobust,opt,331,3300,3310,0.0,0
nonrobust,opt,332,3310,3320,0.0,0
nonrobust,opt,333,3320,3330,0.0,0
nonrobust,opt,334,3330,3340,0.0,0
nonrobust,opt,335,3340,3350,0.0,0
nonrobust,opt,336,3350,3360,0.0,0
nonrobust,opt,337,3360,3370,0.0,0
nonrobust,opt,338,3370,3380,0.0,0
nonrobust,opt,339,3380,3390,0.0,0
nonrobust,opt,340,3390,3400,0.0,0
nonrobust,opt,341,3400,3410,0.0,0
nonrobust,opt,342,3410,3420,0.0,0
nonrobust,opt,343,3420,3430,0.0,0
nonrobust,opt,344,3430,3440,0.0,0
nonrobust,opt,345,3440,3450,0.0,0
nonrobust,opt,346,3450,3460,0.0,0
nonrobust,opt,347,3460,3470,0.0,0
nonrobust,opt,348,3470,3480,0.0,0
nonrobust,opt,349,3480,3490,0.0,0
nonrobust,opt,350,3490,3500,0.0,0
nonrobust,opt,351,3500,3510,0.0,0
nonrobust,opt,352,3510,3520,0.0,0
nonrobust,opt,353,3520,3530,0.0,0
nonrobust,opt,354,3530,3540,0.0,0
nonrobust,opt,355,3540,3550,0.0,0
nonrobust,opt,356,3550,3560,0.0,0
nonrobust,opt,357,3560,3570,0.0,0
nonrobust,opt,358,3570,3580,0.0,0
nonrobust,opt,359,3580,3590,0.0,0
nonrobust,opt,360,3590,3600,0.0,0
nonrobust,opt,361,3600,3610,0.0,0
nonrobust,opt,362,3610,3620,0.0,0
nonrobust,opt,363,3620,3630,0.0,0
nonrobust,opt,364,3630,3640,0.0,0
nonrobust,opt,365,3640,3650,0.0,0
nonrobust,opt,366,3650,3660,0.0,0
nonrobust,opt,367,3660,3670,0.0,0
nonrobust,opt,368,3670,3680,0.0,0
nonrobust,opt,369,3680,3690,0.0,0
nonrobust,opt,370,3690,3700,0.0,0
nonrobust,opt,371,3700,3710,0.0,0
nonrobust,opt,372,3710,3720,0.0,0
nonrobust,opt,373,3720,3730,0.0,0
nonrobust,opt,374,3730,3740,0.0,0
nonrobust,opt,375,3740,3750,0.0,0
nonrobust,opt,376,3750,3760,0.0,0
nonrobust,opt,377,3760,3770,0.0,0
nonrobust,opt,378,3770,3780,0.0,0
nonrobust,opt,379,3780,3790,0.0,0
nonrobust,opt,380,3790,3800,0.0,0
nonrobust,opt,381,3800,3810,0.0,0
nonrobust,opt,382,3810,3820,0.0,0
nonrobust,opt,383,3820,3830,0.0,0
nonrobust,opt,384,3830,3840,0.0,0
nonrobust,opt,385,3840,3850,0.0,0
nonrobust,opt,386,3850,3860,0.0,0
nonrobust,opt,387,3860,3870,0.0,0
nonrobust,opt,388,3870,3880,0.0,0
nonrobust,opt,389,3880,3890,0.0,0
nonrobust,opt,390,3890,3900,0.0,0
nonrobust,opt,391,3900,3910,0.0,0
nonrobust,opt,392,3910,3920,0.0,0
nonrobust,opt,393,3920,3930,0.0,0
nonrobust,opt,394,3930,3940,0.0,0
nonrobust,opt,395,3940,3950,0.0,0
nonrobust,opt,396,3950,3960,0.0,0
nonrobust,opt,397,3960,3970,0.0,0
nonrobust,opt,398,3970,3980,0.0,0
nonrobust,opt,399,3980,3990,0.0,0
nonrobust,opt,400,3990,4000,0.0,0
nonrobust,opt,401,4000,4010,0.0,0
nonrobust,opt,402,4010,4020,0.0,0
nonrobust,opt,403,4020,4030,0.0,0
nonrobust,opt,404,4030,4040,0.0,0
nonrobust,opt,405,4040,4050,0.0,0
nonrobust,opt,406,4050,4060,0.0,0
nonrobust,opt,407,4060,4070,0.0,0
nonrobust,opt,408,4070,4080,0.0,0
nonrobust,opt,409,4080,4090,0.0,0
nonrobust,opt,410,4090,4100,0.0,0
nonrobust,opt,411,4100,4110,0.0,0
nonrobust,opt,412,4110,4120,0.0,0
nonrobust,opt,413,4120,4130,0.0,0
nonrobust,opt,414,4130,4140,0.0,0
nonrobust,opt,415,4140,4150,0.0,0
nonrobust,opt,416,4150,4160,0.0,0
nonrobust,opt,417,4160,4170,0.0,0
nonrobust,opt,418,4170,4180,0.0,0
nonrobust,opt,419,4180,4190,0.0,0
nonrobust,opt,420,4190,4200,0.0,0
nonrobust,opt,421,4200,4210,0.0,0
nonrobust,opt,422,4210,4220,0.0,0
nonrobust,opt,423,4220,4230,0.0,0
nonrobust,opt,424,4230,4240,0.0,0
nonrobust,opt,425,4240,4250,0.0,0
nonrobust,opt,426,4250,4260,0.0,0
nonrobust,opt,427,4260,4270,0.0,0
nonrobust,opt,428,4270,4280,0.0,0
nonrobust,opt,429,4280,4290,0.0,0
nonrobust,opt,430,4290,4300,0.0,0
nonrobust,opt,431,4300,4310,0.0,0
nonrobust,opt,432,4310,4320,0.0,0
nonrobust,opt,433,4320,4330,0.0,0
nonrobust,opt,434,4330,4340,0.0,0
nonrobust,opt,435,4340,4350,0.0,0
nonrobust,opt,436,4350,4360,0.0,0
nonrobust,opt,437,4360,4370,0.0,0
nonrobust,opt,438,4370,4380,0.0,0
nonrobust,opt,439,4380,4390,0.0,0
nonrobust,opt,440,4390,4400,0.0,0
nonrobust,opt,441,4400,4410,0.0,0
nonrobust,opt,442,4410,4420,0.0,0
nonrobust,opt,443,4420,4430,0.0,0
nonrobust,opt,444,4430,4440,0.0,0
nonrobust,opt,445,4440,4450,0.0,0
nonrobust,opt,446,4450,4460,0.0,0
nonrobust,opt,447,4460,4470,0.0,0
nonrobust,opt,448,4470,4480,0.0,0
nonrobust,opt,449,4480,4490,0.0,0
nonrobust,opt,450,4490,4500,0.0,0
nonrobust,opt,451,4500,4510,0.0,0
nonrobust,opt,452,4510,4520,0.0,0
nonrobust,opt,453,4520,4530,0.0,0
nonrobust,opt,454,4530,4540,0.0,0
nonrobust,opt,455,4540,4550,0.0,0
nonrobust,opt,456,4550,4560,0.0,0
nonrobust,opt,457,4560,4570,0.0,0
nonrobust,opt,458,4570,4580,0.0,0
nonrobust,opt,459,4580,4590,0.0,0
nonrobust,opt,460,4590,4600,0.0,0
nonrobust,opt,461,4600,4610,0.0,0
nonrobust,opt,462,4610,4620,0.0,0
nonrobust,opt,463,4620,4630,0.0,0
nonrobust,opt,464,4630,4640,0.0,0
nonrobust,opt,465,4640,4650,0.0,0
nonrobust,opt,466,4650,4660,0.0,0
nonrobust,opt,467,4660,4670,0.0,0
nonrobust,opt,468,4670,4680,0.0,0
nonrobust,opt,469,4680,4690,10.48181818181818,1
nonrobust,opt,470,4690,4700,0.0,0
nonrobust,opt,471,4700,4710,16.429130480317305,1
nonrobust,opt,472,4710,4720,16.6408705669807,1
nonrobust,opt,473,4720,4730,14.870021993257986,1
nonrobust,opt,474,4730,4740,21.699612892966098,1
nonrobust,opt,475,4740,4750,35.121461651996206,1
nonrobust,opt,476,4750,4760,16.772543450950394,1
nonrobust,opt,477,4760,4770,9.87449426891244,1
nonrobust,opt,478,4770,4780,20.266330465123236,1
nonrobust,opt,479,4780,4790,21.384775963798738,1
nonrobust,opt,480,4790,4800,15.398740738449147,1
nonrobust,opt,481,4800,4810,9.58752028208257,1
nonrobust,opt,482,4810,4820,7.526705467367391,1
nonrobust,opt,483,4820,4830,0.0,0
nonrobust,opt,484,4830,4840,8.121881421635754,1
nonrobust,opt,485,4840,4850,13.081391275986547,1
nonrobust,opt,486,4850,4860,9.468726650068264,1
nonrobust,opt,487,4860,4870,11.030595025515222,1
nonrobust,opt,488,4870,4880,18.604363911266645,1
nonrobust,opt,489,4880,4890,19.66541102235097,1
nonrobust,opt,490,4890,4900,23.4346785804546,1
nonrobust,opt,491,4900,4910,22.497517747650193,1
nonrobust,opt,492,4910,4920,17.11071186784962,1
nonrobust,opt,493,4920,4930,23.938143345041496,1
nonrobust,opt,494,4930,4940,20.12844172306324,1
nonrobust,opt,495,4940,4950,16.087574562349694,1
nonrobust,opt,496,4950,4960,27.19819864863003,1
nonrobust,opt,497,4960,4970,22.27279579766017,1
nonrobust,opt,498,4970,4980,18.003308899893643,1
nonrobust,opt,499,4980,4990,0.0,0
nonrobust,opt,500,4990,5000,8.397001131648436,1
nonrobust,opt,501,5000,5010,11.33402489626556,1
nonrobust,opt,502,5010,5020,8.55154658619389,1
nonrobust,opt,503,5020,5030,0.0,0
nonrobust,opt,504,5030,5040,0.0,0
nonrobust,opt,505,5040,5050,0.0,0
nonrobust,opt,506,5050,5060,0.0,0
nonrobust,opt,507,5060,5070,0.0,0
nonrobust,opt,508,5070,5080,0.0,0
nonrobust,opt,509,5080,5090,0.0,0
nonrobust,opt,510,5090,5100,0.0,0
nonrobust,opt,511,5100,5110,0.0,0
nonrobust,opt,512,5110,5120,0.0,0
nonrobust,opt,513,5120,5130,0.0,0
nonrobust,opt,514,5130,5140,0.0,0
nonrobust,opt,515,5140,5150,0.0,0
nonrobust,opt,516,5150,5160,0.0,0
nonrobust,opt,517,5160,5170,0.0,0
nonrobust,opt,518,5170,5180,0.0,0
nonrobust,opt,519,5180,5190,0.0,0
nonrobust,opt,520,5190,5200,0.0,0
nonrobust,opt,521,5200,5210,0.0,0
nonrobust,opt,522,5210,5220,0.0,0
nonrobust,opt,523,5220,5230,0.0,0
nonrobust,opt,524,5230,5240,0.0,0
nonrobust,opt,525,5240,5250,0.0,0
nonrobust,opt,526,5250,5260,0.0,0
nonrobust,opt,527,5260,5270,0.0,0
nonrobust,opt,528,5270,5280,0.0,0
nonrobust,opt,529,5280,5290,0.0,0
nonrobust,opt,530,5290,5300,0.0,0
nonrobust,opt,531,5300,5310,0.0,0
nonrobust,opt,532,5310,5320,0.0,0
nonrobust,opt,533,5320,5330,0.0,0
nonrobust,opt,534,5330,5340,0.0,0
nonrobust,opt,535,5340,5350,0.0,0
nonrobust,opt,536,5350,5360,0.0,0
nonrobust,opt,537,5360,5370,0.0,0
nonrobust,opt,538,5370,5380,0.0,0
nonrobust,opt,539,5380,5390,0.0,0
nonrobust,opt,540,5390,5400,0.0,0
nonrobust,opt,541,5400,5410,0.0,0
nonrobust,opt,542,5410,5420,0.0,0
nonrobust,opt,543,5420,5430,0.0,0
nonrobust,opt,544,5430,5440,0.0,0
nonrobust,opt,545,5440,5450,0.0,0
nonrobust,opt,546,5450,5460,0.0,0
nonrobust,opt,547,5460,5470,0.0,0
nonrobust,opt,548,5470,5480,0.0,0
nonrobust,opt,549,5480,5490,0.0,0
nonrobust,opt,550,5490,5500,0.0,0
nonrobust,opt,551,5500,5510,0.0,0
nonrobust,opt,552,5510,5520,0.0,0
nonrobust,opt,553,5520,5530,0.0,0
nonrobust,opt,554,5530,5540,0.0,0
nonrobust,opt,555,5540,5550,0.0,0
nonrobust,opt,556,5550,5560,0.0,0
nonrobust,opt,557,5560,5570,0.0,0
nonrobust,opt,558,5570,5580,0.0,0
nonrobust,opt,559,5580,5590,0.0,0
nonrobust,opt,560,5590,5600,0.0,0
nonrobust,opt,561,5600,5610,0.0,0
nonrobust,opt,562,5610,5620,0.0,0
nonrobust,opt,563,5620,5630,0.0,0
nonrobust,opt,564,5630,5640,0.0,0
nonrobust,opt,565,5640,5650,0.0,0
nonrobust,opt,566,5650,5660,0.0,0
nonrobust,opt,567,5660,5670,0.0,0
nonrobust,opt,568,5670,5680,0.0,0
nonrobust,opt,569,5680,5690,0.0,0
nonrobust,opt,570,5690,5700,0.0,0
nonrobust,opt,571,5700,5710,0.0,0
nonrobust,opt,572,5710,5720,0.0,0
nonrobust,opt,573,5720,5730,0.0,0
nonrobust,opt,574,5730,5740,0.0,0
nonrobust,opt,575,5740,5750,0.0,0
nonrobust,opt,576,5750,5760,0.0,0
nonrobust,opt,577,5760,5770,0.0,0
nonrobust,opt,578,5770,5780,0.0,0
nonrobust,opt,579,5780,5790,0.0,0
nonrobust,opt,580,5790,5800,0.0,0
nonrobust,opt,581,5800,5810,0.0,0
nonrobust,opt,582,5810,5820,0.0,0
nonrobust,opt,583,5820,5830,0.0,0
nonrobust,opt,584,5830,5840,0.0,0
nonrobust,opt,585,5840,5850,0.0,0
nonrobust,opt,586,5850,5860,0.0,0
nonrobust,opt,587,5860,5870,0.0,0
nonrobust,opt,588,5870,5880,0.0,0
nonrobust,opt,589,5880,5890,0.0,0
nonrobust,opt,590,5890,5900,0.0,0
nonrobust,opt,591,5900,5910,0.0,0
nonrobust,opt,592,5910,5920,0.0,0
nonrobust,opt,593,5920,5930,0.0,0
nonrobust,opt,594,5930,5940,0.0,0
nonrobust,opt,595,5940,5950,0.0,0
nonrobust,opt,596,5950,5960,0.0,0
nonrobust,opt,597,5960,5970,0.0,0
nonrobust,opt,598,5970,5980,0.0,0
nonrobust,opt,599,5980,5990,0.0,0
nonrobust,opt,600,5990,6000,0.0,0
nonrobust,opt,601,6000,6010,0.0,0
nonrobust,opt,602,6010,6020,0.0,0
nonrobust,opt,603,6020,6030,0.0,0
nonrobust,opt,604,6030,6040,0.0,0
nonrobust,opt,605,6040,6050,0.0,0
nonrobust,opt,606,6050,6060,0.0,0
